rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,date
8,8,-1,OLD,20192399,1917,2020-02-19,38905780,6.8,-21670100,-35.8,7508746440,4482,-2710,-37.7,829721,306,440,2020-05-01
9,9,-1,OLD,20167904,라라랜드,2016-12-07,17286460,3.0,-9492720,-35.4,30673162868,3278,-1851,-36.1,3706331,289,437,2020-05-01
10,10,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,20258880,3.5,-14121440,-41.1,100017693049,2648,-1911,-41.9,11224539,364,459,2020-05-01
1,1,0,OLD,20205402,트롤: 월드 투어,2020-04-29,87576300,14.2,17447780,24.9,348128880,10946,2124,24.1,46000,311,886,2020-05-02
2,2,0,OLD,20197397,나의 청춘은 너의 것,2020-04-29,70052600,11.4,5863540,9.1,284807360,7913,634,8.7,34757,528,1021,2020-05-02
3,3,1,OLD,20181685,호텔 레이크,2020-04-29,63385960,10.3,9330580,17.3,248362240,7115,965,15.7,30197,460,803,2020-05-02
4,4,-1,OLD,20173226,패왕별희 디 오리지널,2017-03-30,62799180,10.2,3482840,5.9,159937920,6634,243,3.8,17235,357,474,2020-05-02
5,5,1,OLD,20184889,어벤져스: 엔드게임,2019-04-24,41190160,6.7,293560,0.7,122379450420,5766,142,2.5,13961771,456,617,2020-05-02
6,6,-1,OLD,20207722,저 산 너머,2020-04-30,46914680,7.6,-1913620,-3.9,235491440,5731,-149,-2.5,34040,468,828,2020-05-02
7,7,0,OLD,20206441,마이 스파이,2020-04-29,49402700,8.0,6553800,15.3,195023600,5403,658,13.9,24164,238,608,2020-05-02
8,8,0,OLD,20192399,1917,2020-02-19,43253140,7.0,4347360,11.2,7551999580,4828,346,7.7,834549,318,476,2020-05-02
9,9,0,OLD,20167904,라라랜드,2016-12-07,18283320,3.0,996860,5.8,30691446188,3547,269,8.2,3709878,295,428,2020-05-02
10,10,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,18307300,3.0,-1951580,-9.6,100036000349,2436,-212,-8,11226975,337,428,2020-05-02
1,1,0,OLD,20205402,트롤: 월드 투어,2020-04-29,87163120,14.1,-413180,-0.5,435292000,11115,169,1.5,57115,303,894,2020-05-03
2,2,0,OLD,20197397,나의 청춘은 너의 것,2020-04-29,66494180,10.8,-3558420,-5.1,351301540,7499,-414,-5.2,42256,525,1026,2020-05-03
3,3,0,OLD,20181685,호텔 레이크,2020-04-29,61159000,9.9,-2226960,-3.5,309521240,6856,-259,-3.6,37053,461,810,2020-05-03
4,4,0,OLD,20173226,패왕별희 디 오리지널,2017-03-30,61865020,10.0,-934160,-1.5,221802940,6618,-16,-0.2,23853,397,523,2020-05-03
5,5,1,OLD,20207722,저 산 너머,2020-04-30,53831200,8.7,6916520,14.7,289322640,6418,687,12,40458,457,820,2020-05-03
6,6,1,OLD,20206441,마이 스파이,2020-04-29,53474800,8.7,4072100,8.2,248498400,5793,390,7.2,29957,240,615,2020-05-03
7,7,-2,OLD,20184889,어벤져스: 엔드게임,2019-04-24,40021420,6.5,-1168740,-2.8,122419471840,5656,-110,-1.9,13967427,451,609,2020-05-03
8,8,0,OLD,20192399,1917,2020-02-19,44541220,7.2,1288080,3,7596540800,4887,59,1.2,839436,332,481,2020-05-03
9,9,0,OLD,20167904,라라랜드,2016-12-07,17631800,2.9,-651520,-3.6,30709077988,3429,-118,-3.3,3713307,286,414,2020-05-03
10,10,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,16763240,2.7,-1544060,-8.4,100052763589,2250,-186,-7.6,11229225,334,405,2020-05-03
1,1,0,OLD,20205402,트롤: 월드 투어,2020-04-29,49939400,13.4,-37223720,-42.7,485231400,6806,-4309,-38.8,63921,298,858,2020-05-04
2,2,2,OLD,20173226,패왕별희 디 오리지널,2017-03-30,44187640,11.9,-17677380,-28.6,265990580,5843,-775,-11.7,29696,385,519,2020-05-04
3,3,-1,OLD,20197397,나의 청춘은 너의 것,2020-04-29,42161900,11.3,-24332280,-36.6,393463440,5057,-2442,-32.6,47313,484,964,2020-05-04
4,4,1,OLD,20207722,저 산 너머,2020-04-30,35187300,9.5,-18643900,-34.6,324509940,4746,-1672,-26.1,45204,441,794,2020-05-04
5,5,-2,OLD,20181685,호텔 레이크,2020-04-29,31369220,8.4,-29789780,-48.7,340890460,3873,-2983,-43.5,40926,420,721,2020-05-04
6,6,1,OLD,20184889,어벤져스: 엔드게임,2019-04-24,25475240,6.8,-14546180,-36.3,122444947080,3507,-2149,-38,13970934,406,531,2020-05-04
7,7,1,OLD,20192399,1917,2020-02-19,27412400,7.4,-17128820,-38.5,7623953200,3340,-1547,-31.7,842776,307,485,2020-05-04
8,8,-2,OLD,20206441,마이 스파이,2020-04-29,27520900,7.4,-25953900,-48.5,276019300,3312,-2481,-42.8,33269,228,563,2020-05-04
9,9,0,OLD,20167904,라라랜드,2016-12-07,12230040,3.3,-5401760,-30.6,30721308028,2401,-1028,-30,3715708,268,392,2020-05-04
10,10,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,11147060,3.0,-5616180,-33.5,100063910649,1496,-754,-33.5,11230721,286,351,2020-05-04
1,1,0,OLD,20205402,트롤: 월드 투어,2020-04-29,230284320,24.9,180344920,361.1,715515720,29363,22557,331.4,93284,344,1133,2020-05-05
2,2,1,OLD,20197397,나의 청춘은 너의 것,2020-04-29,78299080,8.5,36137180,85.7,471762520,8883,3826,75.7,56196,511,1085,2020-05-05
3,3,1,OLD,20207722,저 산 너머,2020-04-30,70847420,7.7,35660120,101.3,395357360,8465,3719,78.4,53669,463,866,2020-05-05
4,4,8,OLD,20204342,캣츠토피아,2020-04-30,70967740,7.7,62852880,774.5,153025860,8235,7173,675.4,18217,367,575,2020-05-05
5,5,3,OLD,20206441,마이 스파이,2020-04-29,74175400,8.0,46654500,169.5,350194700,8150,4838,146.1,41419,235,651,2020-05-05
6,6,-4,OLD,20173226,패왕별희 디 오리지널,2017-03-30,72219560,7.8,28031920,63.4,338210140,8142,2299,39.3,37838,409,575,2020-05-05
7,7,-2,OLD,20181685,호텔 레이크,2020-04-29,68956820,7.5,37587600,119.8,409847280,7806,3933,101.5,48732,465,837,2020-05-05
8,8,-2,OLD,20184889,어벤져스: 엔드게임,2019-04-24,47233940,5.1,21758700,85.4,122492181020,6668,3161,90.1,13977602,439,587,2020-05-05
9,9,-2,OLD,20192399,1917,2020-02-19,51933300,5.6,24520900,89.5,7675886500,5815,2475,74.1,848591,321,532,2020-05-05
10,10,-1,OLD,20167904,라라랜드,2016-12-07,23749580,2.6,11519540,94.2,30745057608,4649,2248,93.6,3720357,291,429,2020-05-05
1,1,0,NEW,20207341,레이니 데이 인 뉴욕,2020-05-06,52319060,20.6,52319060,100,57989260,6321,6321,100,6962,467,1097,2020-05-06
2,2,-1,OLD,20205402,트롤: 월드 투어,2020-04-29,24014140,9.5,-206270180,-89.6,739529860,3257,-26106,-88.9,96541,223,587,2020-05-06
3,3,0,OLD,20207722,저 산 너머,2020-04-30,22519540,8.9,-48327880,-68.2,417876900,3233,-5232,-61.8,56902,341,554,2020-05-06
4,4,2,OLD,20173226,패왕별희 디 오리지널,2017-03-30,26055640,10.3,-46163920,-63.9,364265780,3096,-5046,-62,40934,314,405,2020-05-06
5,5,-3,OLD,20197397,나의 청춘은 너의 것,2020-04-29,21572540,8.5,-56726540,-72.4,493335060,2629,-6254,-70.4,58825,337,597,2020-05-06
6,6,1,OLD,20181685,호텔 레이크,2020-04-29,17111600,6.7,-51845220,-75.2,426958880,2069,-5737,-73.5,50801,275,442,2020-05-06
7,7,0,NEW,20207893,프리즌 이스케이프,2020-05-06,16378940,6.5,16378940,100,16378940,2045,2045,100,2045,231,394,2020-05-06
8,8,-3,OLD,20206441,마이 스파이,2020-04-29,10784900,4.3,-63390500,-85.5,360979600,1323,-6827,-83.8,42742,159,368,2020-05-06
9,9,0,OLD,20192399,1917,2020-02-19,9193340,3.6,-42739960,-82.3,7685079840,1097,-4718,-81.1,849688,192,272,2020-05-06
10,10,0,OLD,20167904,라라랜드,2016-12-07,5545280,2.2,-18204300,-76.7,30750602888,1093,-3556,-76.5,3721450,173,230,2020-05-06
1,1,0,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,43861820,18.6,-8457240,-16.2,101851080,5342,-979,-15.5,12304,473,1073,2020-05-07
2,2,1,OLD,20207722,저 산 너머,2020-04-30,21799260,9.3,-720280,-3.2,439676160,3198,-35,-1.1,60100,319,495,2020-05-07
3,3,-1,OLD,20205402,트롤: 월드 투어,2020-04-29,21113780,9.0,-2900360,-12.1,760643640,2869,-388,-11.9,99410,217,537,2020-05-07
4,4,0,OLD,20173226,패왕별희 디 오리지널,2017-03-30,23656280,10.1,-2399360,-9.2,387922060,2794,-302,-9.8,43728,323,407,2020-05-07
5,5,0,OLD,20197397,나의 청춘은 너의 것,2020-04-29,19680580,8.4,-1891960,-8.8,513015640,2322,-307,-11.7,61147,312,505,2020-05-07
6,6,1,OLD,20207893,프리즌 이스케이프,2020-05-06,16852980,7.2,474040,2.9,33231920,2125,80,3.9,4170,244,379,2020-05-07
7,7,-1,OLD,20181685,호텔 레이크,2020-04-29,13197800,5.6,-3913800,-22.9,440156680,1612,-457,-22.1,52413,230,346,2020-05-07
8,8,0,OLD,20206441,마이 스파이,2020-04-29,9626600,4.1,-1158300,-10.7,370606200,1170,-153,-11.6,43912,162,339,2020-05-07
9,9,0,OLD,20192399,1917,2020-02-19,7855260,3.3,-1338080,-14.6,7692935100,979,-118,-10.8,850667,183,233,2020-05-07
10,10,0,OLD,20167904,라라랜드,2016-12-07,4222800,1.8,-1322480,-23.8,30754825688,810,-283,-25.9,3722260,152,190,2020-05-07
1,1,0,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,46369300,19.7,2507480,5.7,148220380,5171,-171,-3.2,17475,491,1089,2020-05-08
2,2,0,OLD,20207722,저 산 너머,2020-04-30,29310420,12.4,7511160,34.5,468986580,3943,745,23.3,64043,345,544,2020-05-08
3,3,1,OLD,20173226,패왕별희 디 오리지널,2017-03-30,26513060,11.2,2856780,12.1,414435120,2831,37,1.3,46559,345,452,2020-05-08
4,4,-1,OLD,20205402,트롤: 월드 투어,2020-04-29,20005820,8.5,-1107960,-5.2,780649460,2480,-389,-13.6,101890,221,519,2020-05-08
5,5,1,OLD,20207893,프리즌 이스케이프,2020-05-06,16940160,7.2,87180,0.5,50172080,1944,-181,-8.5,6114,252,389,2020-05-08
6,6,-1,OLD,20197397,나의 청춘은 너의 것,2020-04-29,16865440,7.2,-2815140,-14.3,529881080,1915,-407,-17.5,63062,304,476,2020-05-08
7,7,0,OLD,20181685,호텔 레이크,2020-04-29,11131200,4.7,-2066600,-15.7,451287880,1233,-379,-23.5,53646,232,322,2020-05-08
8,8,1,OLD,20192399,1917,2020-02-19,10133480,4.3,2278220,29,7703068580,1128,149,15.2,851795,197,249,2020-05-08
9,9,-1,OLD,20206441,마이 스파이,2020-04-29,10209000,4.3,582400,6,380815200,1120,-50,-4.3,45032,156,327,2020-05-08
10,10,0,OLD,20167904,라라랜드,2016-12-07,4733740,2.0,510940,12.1,30759559428,925,115,14.2,3723185,159,198,2020-05-08
1,1,0,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,158252880,23.3,111883580,241.3,306473260,17092,11921,230.5,34567,563,1411,2020-05-09
2,2,2,OLD,20205402,트롤: 월드 투어,2020-04-29,69643220,10.3,49637400,248.1,850292680,8766,6286,253.5,110656,279,800,2020-05-09
3,3,2,OLD,20207893,프리즌 이스케이프,2020-05-06,71585060,10.5,54644900,322.6,121757140,8106,6162,317,14220,308,537,2020-05-09
4,4,-2,OLD,20207722,저 산 너머,2020-04-30,53730040,7.9,24419620,83.3,522716620,6438,2495,63.3,70481,406,728,2020-05-09
5,5,-2,OLD,20173226,패왕별희 디 오리지널,2017-03-30,59000140,8.7,32487080,122.5,473435260,6335,3504,123.8,52894,403,570,2020-05-09
6,6,0,OLD,20197397,나의 청춘은 너의 것,2020-04-29,38295460,5.6,21430020,127.1,568176540,4256,2341,122.2,67318,347,610,2020-05-09
7,7,1,OLD,20192399,1917,2020-02-19,37395360,5.5,27261880,269,7740463940,4061,2933,260,855856,233,341,2020-05-09
8,8,1,OLD,20206441,마이 스파이,2020-04-29,34491900,5.1,24282900,237.9,415307100,3730,2610,233,48762,187,461,2020-05-09
9,9,-2,OLD,20181685,호텔 레이크,2020-04-29,32727240,4.8,21596040,194,484015120,3662,2429,197,57308,294,481,2020-05-09
10,10,0,OLD,20167904,라라랜드,2016-12-07,13140900,1.9,8407160,177.6,30772700328,2574,1649,178.3,3725759,196,265,2020-05-09
1,1,0,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,113359800,19.6,-44893080,-28.4,419833060,12161,-4931,-28.8,46728,563,1379,2020-05-10
2,2,1,OLD,20207893,프리즌 이스케이프,2020-05-06,78244840,13.5,6659780,9.3,200001980,8777,671,8.3,22997,326,577,2020-05-10
3,3,-1,OLD,20205402,트롤: 월드 투어,2020-04-29,64160840,11.1,-5482380,-7.9,914453520,8115,-651,-7.4,118771,277,813,2020-05-10
4,4,0,OLD,20207722,저 산 너머,2020-04-30,45326080,7.8,-8403960,-15.6,568042700,5653,-785,-12.2,76134,407,714,2020-05-10
5,5,0,OLD,20173226,패왕별희 디 오리지널,2017-03-30,50543540,8.7,-8456600,-14.3,523978800,5474,-861,-13.6,58368,404,569,2020-05-10
6,6,0,OLD,20197397,나의 청춘은 너의 것,2020-04-29,34975780,6.0,-3319680,-8.7,603152320,3905,-351,-8.2,71223,350,605,2020-05-10
7,7,2,OLD,20181685,호텔 레이크,2020-04-29,33968940,5.9,1241700,3.8,517984060,3821,159,4.3,61129,284,473,2020-05-10
8,8,-1,OLD,20192399,1917,2020-02-19,27361380,4.7,-10033980,-26.8,7767825320,2959,-1102,-27.1,858815,229,331,2020-05-10
9,9,-1,OLD,20206441,마이 스파이,2020-04-29,24045500,4.2,-10446400,-30.3,439352600,2570,-1160,-31.1,51332,183,421,2020-05-10
10,10,0,OLD,20167904,라라랜드,2016-12-07,11528120,2.0,-1612780,-12.3,30784228448,2255,-319,-12.4,3728014,195,256,2020-05-10
1,1,0,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,34212660,18.5,-79147140,-69.8,454045720,4118,-8043,-66.1,50846,498,1041,2020-05-11
2,2,0,OLD,20207893,프리즌 이스케이프,2020-05-06,21060340,11.4,-57184500,-73.1,221062320,2589,-6188,-70.5,25586,308,523,2020-05-11
3,3,1,OLD,20207722,저 산 너머,2020-04-30,17307140,9.4,-28018940,-61.8,585349840,2554,-3099,-54.8,78688,328,499,2020-05-11
4,4,1,OLD,20173226,패왕별희 디 오리지널,2017-03-30,19139620,10.4,-31403920,-62.1,543118420,2298,-3176,-58,60666,367,479,2020-05-11
5,5,-2,OLD,20205402,트롤: 월드 투어,2020-04-29,12180620,6.6,-51980220,-81,926634140,1648,-6467,-79.7,120419,200,440,2020-05-11
6,6,0,OLD,20197397,나의 청춘은 너의 것,2020-04-29,12321680,6.7,-22654100,-64.8,615474000,1508,-2397,-61.4,72731,279,430,2020-05-11
7,7,0,OLD,20181685,호텔 레이크,2020-04-29,10582480,5.7,-23386460,-68.8,528566540,1302,-2519,-65.9,62431,226,320,2020-05-11
8,8,2,OLD,20167904,라라랜드,2016-12-07,4362000,2.4,-7166120,-62.2,30788590448,855,-1400,-62.1,3728869,166,212,2020-05-11
9,9,-1,OLD,20192399,1917,2020-02-19,7043740,3.8,-20317640,-74.3,7774869060,853,-2106,-71.2,859668,172,222,2020-05-11
10,10,-1,OLD,20206441,마이 스파이,2020-04-29,5976400,3.2,-18069100,-75.1,445329000,733,-1837,-71.5,52065,142,262,2020-05-11
1,1,0,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,34759940,18.4,547280,1.6,488805660,4178,60,1.5,55024,491,1037,2020-05-12
2,2,0,OLD,20207893,프리즌 이스케이프,2020-05-06,24316340,12.9,3256000,15.5,245378660,3008,419,16.2,28594,328,559,2020-05-12
3,3,0,OLD,20207722,저 산 너머,2020-04-30,17706760,9.4,399620,2.3,603056600,2533,-21,-0.8,81221,327,527,2020-05-12
4,4,0,OLD,20173226,패왕별희 디 오리지널,2017-03-30,18766140,9.9,-373480,-2,561884560,2211,-87,-3.8,62877,368,479,2020-05-12
5,5,0,OLD,20205402,트롤: 월드 투어,2020-04-29,12949780,6.8,769160,6.3,939583920,1753,105,6.4,122172,215,443,2020-05-12
6,6,0,OLD,20197397,나의 청춘은 너의 것,2020-04-29,13868540,7.3,1546860,12.6,629342540,1700,192,12.7,74431,286,427,2020-05-12
7,7,0,OLD,20181685,호텔 레이크,2020-04-29,9697240,5.1,-885240,-8.4,538263780,1203,-99,-7.6,63634,235,323,2020-05-12
8,8,0,OLD,20167904,라라랜드,2016-12-07,5048700,2.7,686700,15.7,30793639148,991,136,15.9,3729860,172,210,2020-05-12
9,9,0,OLD,20192399,1917,2020-02-19,7770280,4.1,726540,10.3,7782639340,954,101,11.8,860622,176,222,2020-05-12
10,10,0,OLD,20206441,마이 스파이,2020-04-29,5446900,2.9,-529500,-8.9,450775900,659,-74,-10.1,52724,123,230,2020-05-12
1,1,2,OLD,20207722,저 산 너머,2020-04-30,27506740,11.9,9799980,55.3,630563340,3646,1113,43.9,84867,280,427,2020-05-13
2,2,0,NEW,20208282,더 플랫폼,2020-05-13,29475600,12.8,29475600,100,31260600,3497,3497,100,3689,162,475,2020-05-13
3,3,-1,OLD,20207893,프리즌 이스케이프,2020-05-06,27921520,12.1,3605180,14.8,273300180,3431,423,14.1,32025,341,632,2020-05-13
4,4,-3,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,27758260,12.0,-7001680,-20.1,516563920,3330,-848,-20.3,58354,456,873,2020-05-13
5,5,-1,OLD,20173226,패왕별희 디 오리지널,2017-03-30,15871860,6.9,-2894280,-15.4,577756420,1907,-304,-13.7,64784,327,416,2020-05-13
6,6,0,NEW,20208562,씨 피버,2020-05-13,15403800,6.7,15403800,100,15403800,1903,1903,100,1903,278,453,2020-05-13
7,7,-2,OLD,20205402,트롤: 월드 투어,2020-04-29,11113180,4.8,-1836600,-14.2,950697100,1513,-240,-13.7,123685,202,383,2020-05-13
8,8,-2,OLD,20197397,나의 청춘은 너의 것,2020-04-29,11404880,4.9,-2463660,-17.8,640747420,1414,-286,-16.8,75845,239,345,2020-05-13
9,9,0,NEW,20204501,레미제라블: 뮤지컬 콘서트,2020-05-13,15932160,6.9,15932160,100,22044160,1190,1190,100,1954,339,471,2020-05-13
10,10,-3,OLD,20181685,호텔 레이크,2020-04-29,7132360,3.1,-2564880,-26.4,545396140,865,-338,-28.1,64499,170,237,2020-05-13
1,1,1,OLD,20208282,더 플랫폼,2020-05-13,30575200,12.8,1099600,3.7,61835800,3567,70,2,7256,170,475,2020-05-14
2,2,15,OLD,20113252,톰보이,2020-05-14,24682480,10.3,22006480,822.4,44010980,3140,2917,1308.1,5337,313,478,2020-05-14
3,3,0,OLD,20207893,프리즌 이스케이프,2020-05-06,24454200,10.2,-3467320,-12.4,297754380,2953,-478,-13.9,34978,344,587,2020-05-14
4,4,0,NEW,20208686,콜 오브 와일드,2020-05-14,22274900,9.3,22274900,100,22274900,2811,2811,100,2811,433,827,2020-05-14
5,5,-1,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,20673620,8.6,-7084640,-25.5,537237540,2462,-868,-26.1,60816,402,685,2020-05-14
6,6,1,OLD,20205402,트롤: 월드 투어,2020-04-29,15554180,6.5,4441000,40,966251280,2056,543,35.9,125741,169,331,2020-05-14
7,7,-2,OLD,20173226,패왕별희 디 오리지널,2017-03-30,12213720,5.1,-3658140,-23,589970140,1463,-444,-23.3,66247,263,317,2020-05-14
8,8,-7,OLD,20207722,저 산 너머,2020-04-30,10636520,4.4,-16870220,-61.3,641199860,1390,-2256,-61.9,86257,246,347,2020-05-14
9,9,0,NEW,20208241,하이큐!! 또 다른 도전,2020-05-14,9197000,3.8,9197000,100,9197000,1166,1166,100,1166,129,167,2020-05-14
10,10,-2,OLD,20197397,나의 청춘은 너의 것,2020-04-29,8384300,3.5,-3020580,-26.5,649131720,1017,-397,-28.1,76862,153,203,2020-05-14
1,1,0,OLD,20208282,더 플랫폼,2020-05-13,47336700,14.9,16761500,54.8,109172500,4934,1367,38.3,12190,188,531,2020-05-15
2,2,1,OLD,20207893,프리즌 이스케이프,2020-05-06,38373060,12.1,13918860,56.9,336127440,4314,1361,46.1,39292,394,692,2020-05-15
3,3,1,OLD,20208686,콜 오브 와일드,2020-05-14,30830880,9.7,8555980,38.4,53105780,3591,780,27.7,6402,455,873,2020-05-15
4,4,1,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,32465580,10.2,11791960,57,569703120,3515,1053,42.8,64331,408,762,2020-05-15
5,5,3,OLD,20207722,저 산 너머,2020-04-30,17238460,5.4,6601940,62.1,658438320,2477,1087,78.2,88734,249,369,2020-05-15
6,6,0,OLD,20205402,트롤: 월드 투어,2020-04-29,17360200,5.5,1806020,11.6,983611480,2191,135,6.6,127932,170,332,2020-05-15
7,7,-5,OLD,20113252,톰보이,2020-05-14,18601020,5.9,-6081460,-24.6,62612000,2072,-1068,-34,7409,312,502,2020-05-15
8,8,-1,OLD,20173226,패왕별희 디 오리지널,2017-03-30,16826520,5.3,4612800,37.8,606796660,1872,409,28,68119,282,353,2020-05-15
9,9,2,OLD,20204501,레미제라블: 뮤지컬 콘서트,2020-05-13,16067340,5.1,2052980,14.6,52125860,1132,128,12.7,4090,322,417,2020-05-15
10,10,2,OLD,20208562,씨 피버,2020-05-13,8801780,2.8,1788620,25.5,31218740,977,109,12.6,3748,223,299,2020-05-15
1,1,1,OLD,20207893,프리즌 이스케이프,2020-05-06,122574920,19.9,84201860,219.4,458702360,13560,9246,214.3,52852,498,1010,2020-05-16
2,2,-1,OLD,20208282,더 플랫폼,2020-05-13,94441600,15.3,47104900,99.5,203614100,9798,4864,98.6,21988,224,665,2020-05-16
3,3,0,OLD,20208686,콜 오브 와일드,2020-05-14,59941300,9.7,29110420,94.4,113047080,6757,3166,88.2,13159,491,949,2020-05-16
4,4,0,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,50804920,8.3,18339340,56.5,620508040,5442,1927,54.8,69773,470,886,2020-05-16
5,5,2,OLD,20113252,톰보이,2020-05-14,40464380,6.6,21863360,117.5,103076380,4171,2099,101.3,11580,361,604,2020-05-16
6,6,0,OLD,20205402,트롤: 월드 투어,2020-04-29,31540960,5.1,14180760,81.7,1015152440,4026,1835,83.8,131958,229,539,2020-05-16
7,7,1,OLD,20173226,패왕별희 디 오리지널,2017-03-30,31497680,5.1,14671160,87.2,638294340,3348,1476,78.8,71467,301,394,2020-05-16
8,8,-3,OLD,20207722,저 산 너머,2020-04-30,18733100,3.0,1494640,8.7,677171420,2351,-126,-5.1,91085,274,431,2020-05-16
9,9,0,OLD,20204501,레미제라블: 뮤지컬 콘서트,2020-05-13,26871840,4.4,10804500,67.2,78997700,1873,741,65.5,5963,331,443,2020-05-16
10,10,0,OLD,20208562,씨 피버,2020-05-13,16215420,2.6,7413640,84.2,47434160,1776,799,81.8,5524,266,372,2020-05-16
1,1,0,OLD,20207893,프리즌 이스케이프,2020-05-06,135228640,23.5,12653720,10.3,593931000,14963,1403,10.3,67815,529,1080,2020-05-17
2,2,0,OLD,20208282,더 플랫폼,2020-05-13,76122600,13.2,-18319000,-19.4,279736700,7783,-2015,-20.6,29771,228,681,2020-05-17
3,3,0,OLD,20208686,콜 오브 와일드,2020-05-14,59582040,10.4,-359260,-0.6,172629120,6714,-43,-0.6,19873,505,941,2020-05-17
4,4,0,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,38488200,6.7,-12316720,-24.2,658996240,4179,-1263,-23.2,73952,458,816,2020-05-17
5,5,1,OLD,20205402,트롤: 월드 투어,2020-04-29,29737100,5.2,-1803860,-5.7,1044889540,3781,-245,-6.1,135739,222,522,2020-05-17
6,6,1,OLD,20173226,패왕별희 디 오리지널,2017-03-30,28196000,4.9,-3301680,-10.5,666490340,2993,-355,-10.6,74460,292,388,2020-05-17
7,7,-2,OLD,20113252,톰보이,2020-05-14,27675540,4.8,-12788840,-31.6,130751920,2954,-1217,-29.2,14534,361,586,2020-05-17
8,8,0,OLD,20207722,저 산 너머,2020-04-30,22697160,3.9,3964060,21.2,699868580,2746,395,16.8,93831,276,405,2020-05-17
9,9,0,NEW,20196272,미드웨이,2019-12-31,10000000,1.7,10000000,100,8227133530,2000,2000,100,957894,10,10,2020-05-17
10,10,-1,OLD,20204501,레미제라블: 뮤지컬 콘서트,2020-05-13,27279620,4.7,407780,1.5,106277320,1906,33,1.8,7869,333,435,2020-05-17
1,1,0,OLD,20207893,프리즌 이스케이프,2020-05-06,47498440,22.5,-87730200,-64.9,641429440,5714,-9249,-61.8,73529,480,907,2020-05-18
2,2,0,OLD,20208282,더 플랫폼,2020-05-13,23232400,11.0,-52890200,-69.5,302969100,2684,-5099,-65.5,32455,188,506,2020-05-18
3,3,0,OLD,20208686,콜 오브 와일드,2020-05-14,20758320,9.8,-38823720,-65.2,193387440,2542,-4172,-62.1,22415,416,697,2020-05-18
4,4,0,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,16333240,7.7,-22154960,-57.6,675329480,1928,-2251,-53.9,75880,373,610,2020-05-18
5,5,2,OLD,20113252,톰보이,2020-05-14,13592820,6.4,-14082720,-50.9,144344740,1623,-1331,-45.1,16157,298,448,2020-05-18
6,6,2,OLD,20207722,저 산 너머,2020-04-30,10141040,4.8,-12556120,-55.3,710009620,1492,-1254,-45.7,95323,221,296,2020-05-18
7,7,-1,OLD,20173226,패왕별희 디 오리지널,2017-03-30,11048440,5.2,-17147560,-60.8,677538780,1336,-1657,-55.4,75796,248,303,2020-05-18
8,8,-3,OLD,20205402,트롤: 월드 투어,2020-04-29,8653360,4.1,-21083740,-70.9,1053542900,1141,-2640,-69.8,136880,163,286,2020-05-18
9,9,0,NEW,20196782,초미의 관심사,2020-05-27,5850000,2.8,5850000,100,5850000,650,650,100,650,3,4,2020-05-18
10,10,1,OLD,20208562,씨 피버,2020-05-13,5308360,2.5,-9558020,-64.3,67608900,635,-965,-60.3,7759,182,236,2020-05-18
1,1,0,OLD,20207893,프리즌 이스케이프,2020-05-06,50804000,22.9,3305560,7,692233440,6105,391,6.8,79634,496,958,2020-05-19
2,2,0,OLD,20208282,더 플랫폼,2020-05-13,24481600,11.0,1249200,5.4,327450700,2863,179,6.7,35318,200,526,2020-05-19
3,3,0,OLD,20208686,콜 오브 와일드,2020-05-14,20890080,9.4,131760,0.6,214277520,2637,95,3.7,25052,430,722,2020-05-19
4,4,0,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,17349620,7.8,1016380,6.2,692679100,2082,154,8,77962,395,645,2020-05-19
5,5,0,OLD,20113252,톰보이,2020-05-14,12949580,5.8,-643240,-4.7,157294320,1590,-33,-2,17747,308,461,2020-05-19
6,6,1,OLD,20173226,패왕별희 디 오리지널,2017-03-30,12517620,5.6,1469180,13.3,690056400,1503,167,12.5,77299,261,326,2020-05-19
7,7,-1,OLD,20207722,저 산 너머,2020-04-30,9927240,4.5,-213800,-2.1,719936860,1364,-128,-8.6,96687,234,320,2020-05-19
8,8,0,OLD,20205402,트롤: 월드 투어,2020-04-29,7435380,3.4,-1217980,-14.1,1060978280,1003,-138,-12.1,137883,181,296,2020-05-19
9,9,2,OLD,20204501,레미제라블: 뮤지컬 콘서트,2020-05-13,12976000,5.9,3805600,41.5,128423720,888,263,42.1,9382,258,310,2020-05-19
